SEQUENCE_NUMBER,ROUTE_LABEL,YEAR,DRAFT_AADT,PAST_AADT,AADT_CHANGE,AADT_COMMENT
6753,MN 15,2023,4744,4624,0.026,"21 See Hist, 17 Avg Hist (15 Cnt), 15 Avg Hist, 11 Avg Hist"
6756,I 90,2023,19435,16700,0.1638,"23 See Hist, 19 Model, Avg Curr, 17 Avg Hist (15 Cnt), 15 Avg Hist, 09 Avg Hist, Dir "
6759,MN 1,2023,418,540,-0.2259,"19 Avg Hist (17 Cnt), 17 AD, See Hist, 15 Avg Hist (13 Cnt), 13 Avg Hist (11 Cnt), "
6764,MN 73,2023,599,570,0.0509,"19 No AADT, 04 Est"
6766,US 169,2023,5881,5800,0.014,"19 No AADT, 17 RCL, Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 13 Loc Moved"
6774,MN 6,2023,3918,3955,-0.0094,"17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt),13 RCL, Avg Hist (11 Cnt), 11 RCL, AD "
6798,MN 99,2023,2915,3550,-0.1789,"19 Avg Hist, 17 No AADT, 15 No AADT, 13 See Hist, 11 Avg Hist, 09 Avg Hist"
7003,I 35,2023,26007,28000,-0.0712,"19 Model, Avg Hist, 13 See Hist, 11 Dir Calc, Avg Curr, Const, 09 Est"
7005,MN 105,2023,726,780,-0.0692,"18 Avg Hist, 12 Avg Hist"
9821,CSAH 5,2023,1051,1750,-0.3994,"23 See Hist, 19 Avg Hist (15 Cnt), 15 Lim Hist, 11 Est Surr"
9860,MN 3,2023,13411,13200,0.016,"18 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 13 Avg Hist, See Hist"
9863,MN 7,2023,44473,44000,0.0108,"08 Est Hist Surr, 06 Est Surr, Const"
9879,CSAH 92,2023,2217,2150,0.0312,"17 Per Henne Co, 16 Est Cont"
9886,CSAH 51,2023,11306,12057,-0.0623,"21 COVID, 19 No AADT, 11 Avg Hist, 09 Avg Hist, 03 Est"
9894,MSAS 122,2023,4344,4400,-0.0127,"15 Avg Hist, 13 Avg Hist, 09 Avg Est Hist, RCL, 07 Est Hist"
9895,CSAH 40,2023,1527,3650,-0.5816,"23 RCL, AD, 18 Avg Hist, Per CO Eng, 15 AD Avg Hist (12 Cnt), 13 RCH, Avg Hist, "
9906,MSAS 104,2023,7504,7600,-0.0126,"12 Avg Hist, 08 Avg Hist, 01 Est"
10016,MN 5,2023,34812,36085,-0.0353,"21 Model, 18 Avg Hist, 12 Avg Hist, 10 Avg Hist, 08 RCL"
10020,MN 5,2023,15680,14300,0.0965,"23 See Hist, 18 Avg Hist, 12 See Hist, 10 Avg Hist, 06 Est"
10021,MN 7,2023,12207,13200,-0.0752,"16 Avg Hist (12 Cnt), 12 Avg Hist, 10 RCL, Avg Hist (07 Cnt), 08 Avg Hist"
10022,MN 5,2023,15551,13000,0.1962,"23 RCH, 16 AD, Avg Hist, 12 Avg Hist (10 Cnt), See Surr, 10 Avg Hist (05 Cnt), 08 "
10024,MN 5,2023,14145,14300,-0.0108,"16 Avg Hist (14 Cnt), 14 Avg Hist (12 Cnt), 12 Avg Hist, See Hist, 10 Avg Hist (04 "
10028,MN 7,2023,8221,9000,-0.0866,"18 RCH, Avg Hist, 12 Avg Hist, See Surr, 10 Avg Hist"
10030,MN 25,2023,1935,2400,-0.1938,"19 No AADT, 10 Avg Hist, 08 Avg Hist, See Surr, 06 Est, See Hist"
10047,MN 55,2023,15417,14500,0.0632,"12 Avg Hist, 10 Est Hist, 08 Avg Hist"
10062,MN 3,2023,15475,13600,0.1379,"23 See Hist, 19 See Hist, 18 Avg Hist (15 Cnt), 15 Avg Hist (14 Cnt), 14 Avg Hist (10 "
10083,MN 55,2023,20932,17883,0.1705,"23 See Hist, 21 Model, 17 RCH, Avg Hist, 15 Dir Calc, Lim Hist, 12 Est Surr Chng, "
10093,MN 3,2023,18465,20600,-0.1036,"16 No AADT, 14 Avg Hist (10 Cnt), 12 Est Surr CNG, 08 Avg Hist"
10095,MN 3,2023,21252,21932,-0.031,"21 Model, 17 Avg Hist, 16 No AADT, 14 AD Avg Hist (10 Cnt), 12 No AADT"
10102,MN 3,2023,13787,13300,0.0366,"23 See Hist, 16 No AADT, 14 Avg Hist (10 Cnt), 12 Est Surr Chng, 10 Avg Hist, See "
10255,MN 19,2023,6091,6107,-0.0027,"17 AD, Avg Hist, 13 No AADT, 12 Avg Hist, 10 Avg Hist, RCL, 08 Est Hist, 06 Est "
10268,MN 21,2023,10322,10600,-0.0262,"19 RCH, Avg Hist (15-18 Cnts), 18 No AADT, 15 Avg Hist (12 Cnt), 12 Dir Calc, Avg "
10300,CSAH 61,2023,22871,26500,-0.1369,"18 Per Henn Co, 11 Est Hist (10 Cnt), 08 Est Surr, 06 Est, Const"
10301,CSAH 61,2023,13918,17300,-0.1955,"23 RCL, AD, 11 Est Henn Co (10 Cnt), 10 See Hist, 08 Est Surr, New TH212, 06 "
10311,MN 25,2023,3322,4500,-0.2618,"23 RCL, AD, 18 Avg Hist (16 Cnt), 16 Avg Hist, 10 Avg Hist, 06 Est,See Hist"
10322,MN 7,2023,40087,41000,-0.0223,"16 RCH, Avg Hist, 06 Est, 04 Const"
10324,MN 7,2023,23732,26500,-0.1045,"10 Avg Hist, 08 Avg Hist"
10326,MN 7,2023,13688,14700,-0.0688,"18 Avg Hist, 12 See Hist, 10 Avg Hist, 08 Avg Hist, 04 Est"
10329,MN 7,2023,33396,31000,0.0773,"16 No AADT, 10 Avg Hist, 04 Const"
10374,MN 55,2023,34254,35500,-0.0351,"14 Avg Hist (10 Cnt), 12 Est Surr Chng, 08 See Hist"
10375,MN 55,2023,27117,24696,0.098,"22 See Hist, 21 See Surr, 14 Avg Hist (10 Cnt), 12 Est Surr Chng, 10 Avg Hist, See "
10376,MN 252,2023,57225,56827,0.007,"21 Model, 17 Avg Hist, 12 No AADT"
10394,MN 55,2023,13015,13000,0.0012,"15 Avg Hist (14 Cnt), 14 Avg Hist (10 Cnt), 12 Est Surr Chng, 10 Avg Hist, 08 Avg "
10395,MN 55,2023,13030,14600,-0.1075,"19 Avg Hist, 15 See Hist, 14 AD Avg Hist (10 Cnt), 12 Est Surr Chng, 10 AD Avg "
10429,MN 65,2023,31190,33560,-0.0706,"21 Model, 14 Avg Hist (12 Cnt), 12 Avg Hist (10 Cnt), See Hist, 10 Avg Hist"
10433,CSAH 14,2023,27825,30054,-0.0742,"18 Avg Hist, 16 See Hist, 14 RCH, Avg Hist (09 Cnt), 12 RCL, AD Avg Hist, 11 Avg "
10457,MN 47,2023,4444,5200,-0.1454,"18 Avg Hist (15 Cnt), 15 Avg Hist"
10458,MN 47,2023,3726,5200,-0.2835,"23 RCL, AD, 16 Avg Hist, 14 See Hist, 12 Avg Hist, 08 Avg"
10463,CSAH 10,2023,18942,20400,-0.0715,"18 RCL, Avg Hist, 15 See Hist, Corrected 2016, 12 Dir Calc, Avg Hist, 09 Avg Hist"
10466,MN 47,2023,24839,23100,0.0753,"17 See Hist, 12 No AADT"
10473,MN 47,2023,5619,5800,-0.0312,"20 COVID, 19 Avg Hist, 14 AD Avg Hist"
10528,US 212,2023,13803,13800,0.0002,"18 Avg Hist (15 Cnt), 15 Avg Hist (14 Cnt), 14 AD Avg Hist, 10 See Surr, 08 AD"
10531,MN 284,2023,2968,3422,-0.1327,"20 COVID, 15 See Hist, 14 AD Avg Hist (10 Cnt), 12 Dir Calc, 10 Avg Hist (06 Cnt), "
10533,US 212,2023,12751,10900,0.1698,"23 New Dev, 14 See Surr, 13 Avg Hist, 12 Avg Hist, 10 See Surr, 08 Avg Hist"
10540,CSAH 101,2023,14070,11243,0.2514,"23 See Hist, 19 Avg Hist (17 Cnts), 17 RCH, Avg Hist, 11 Avg Hist, 10 Avg Hist, 00 "
10541,MN 5,2023,34289,30316,0.1311,"21 Model, 19 Avg Hist, 18 No AADT, 12 No AADT, 10 Avg Hist, 08 See Hist"
10543,MN 5,2023,16036,15200,0.055,"23 See Hist, 18 Avg Hist, 12 See Hist, 10 Avg Hist, 08 See Hist"
10544,MN 5,2023,25732,25264,0.0185,"21 Model, 16 Avg Hist, 10 Avg Hist"
10546,MN 5,2023,10173,10500,-0.0311,"16 Avg Hist, 12 RCL, See Hist, 10 Avg Hist, 06 Est"
10549,MN 7,2023,17472,16300,0.0719,"18 Avg Hist, 14 Avg Hist, 10 Avg Hist, 06 Est "
10550,MN 5,2023,13253,12100,0.0953,"20 COVID, 17 Avg Hist, 16 See Hist, 14 AD Avg Hist (11 Cnt), 12 Avg Hist (10 Cnt), "
10551,MN 5,2023,12364,10900,0.1343,"23 See Hist, 19 Avg Hist, 16 Avg Hist, 12 Dir Calc, 08-04 Est"
10552,MN 7,2023,9712,10400,-0.0662,"18 Avg Hist, 12 Avg Hist, 10 Avg Hist"
10555,MN 25,2023,3246,4600,-0.2943,"23 RCL, 12 No AADT, 08 See Hist, 06 Est"
10561,MN 25,2023,4250,4650,-0.086,"19 No AADT, 14 See Hist, 12 Avg Hist"
10567,MN 3,2023,10281,11100,-0.0738,"19 See Hist, 18 Avg Hist (15 & 13 Cnt), 15 Avg Hist (13 & 12 Cnt), 13 Avg Hist (12), "
10576,MN 316,2023,7298,8600,-0.1514,"23 RCL, AD, 18 Avg Hist, 08 Avg Hist"
10580,MN 50,2023,4629,5700,-0.1879,"23 See Hist, 18 Avg Hist, 13 See Hist, 12 Avg Hist, See Surr, 10 See Hist, 08 ad "
10592,MN 3,2023,13567,12300,0.103,"23 See Hist, 19 No AADT, 15 Avg Hist (12 Cnt), 12 Avg Hist"
10594,MN 3,2023,13220,12200,0.0836,"23 See Hist, 19 No AADT"
10606,MN 316,2023,15744,17800,-0.1155,"19 AD, Avg Hist, 10 Avg Hist, 08 Est Hist Surr"
10610,MN 316,2023,12064,14200,-0.1504,"23 See Hist, 19 Avg Hist (17 Cnt), 17 Avg Hist, 13 Avg Hist, 12 Avg Hist (07 Cnt), 10 "
10613,MN 55,2023,12311,14400,-0.1451,"17 Avg Hist (15 Cnt), 15 Avg Hist (13 Cnt), 13 Avg Hist (12), See Surr, 12 Avg Hist, "
10622,MN 3,2023,12552,10100,0.2428,"23 See Hist, 19 Avg Hist (15 Cnt), 18 No AADT, 14 Avg Hist (11 Cnt), 12 Est Hist "
10665,MN 3,2023,10713,6488,0.6513,"23 RCH, 20 COVID, 17 New Dev, 12 No AADT, 10 Avg Hist, 08 Est Hist, Const"
10675,MN 3,2023,21155,21900,-0.034,"16 No AADT, 14 Avg Hist, 08 Avg Hist"
10682,MN 3,2023,23374,20942,0.1161,"21 Model, 16 No AADT, 14 Avg Hist (09 Cnt), 12 No AADT, 10 Est Hist (09 Cnt), 08 "
10688,MN 55,2023,18192,15991,0.1376,"16 Avg Hist (10 Cnt), 12 Est Surr Chng, 10 Avg Hist"
10722,MN 5,2023,37690,34997,0.0769,"21 Model, 16 Avg Hist, 13 Loc Moved, 12 No AADT, 10 RCL, Avg Hist, 08 Est Surr"
10723,MN 7,2023,28476,30000,-0.0508,"16 Dir Calc, 10 Avg Hist, 04 Const"
10725,MN 7,2023,37467,44000,-0.1485,"18 Avg Hist (16 Cnt), 16 Avg Hist, 10 AD, See Hist, 08 RCL, Avg Hist"
10727,MN 7,2023,31243,33000,-0.0532,"16 Avg Hist, 12 See Hist, 10 Est Hist, 08 Avg Hist"
10729,MN 7,2023,14552,13000,0.1194,"19 No AADT, 18 Avg Curr, 16 Avg Hist, 10 Avg Hist"
10735,MN 55,2023,43170,40408,0.0684,"12 Est Surr Chng, 10 Avg Hist, 08 Avg Hist, 06 Est"
10745,CSAH 112,2023,4422,4608,-0.0404,"11 Est Hist (10 Cnt), Per Henn Co, 08 Est, Const, Factor Chng, 06 Const"
10748,MN 55,2023,19241,19900,-0.0331,"18 Avg Hist, 12 Est Surr Chng, 10 Avg Hist"
10749,MN 252,2023,55897,55727,0.0031,"21 Model, 19 Avg Hist (17 Cnt), 17 Avg Hist, 08 Est Hist Surr"
10759,MN 55,2023,14948,15800,-0.0539,"12 Est Surr Chng, 10 Avg Hist"
11020,MN 282,2023,13362,10700,0.2488,"23 RCH, 18 Avg Hist, 12 Avg Hist (10 Cnt), See Hist, 10 Avg Hist, 08 Avg Hist, 06 "
11027,MN 25,2023,4837,5036,-0.0395,"16 Avg Hist (16-12 Cnts), See Hist, 15 No AADT, 12 See Hist, 10 Est Hist, 08 Est, "
11035,US 169,2023,28234,30000,-0.0589,"18 Avg Hist, 13 Est Hist, 12 Avg Hist, 10 See Hist, 08 Avg Hist"
11041,US 169,2023,22884,24785,-0.0767,"21 Model, 19 No AADT, 18 No AADT, 16 Avg Hist, 08 Est Hist Surr, 06 Est"
11065,MN 95,2023,13961,11800,0.1831,"23 See Hist, 19 No AADT, 17 Avg Hist (16 Cnt), 16 Avg Hist, 12 Avg Hist, 08 Avg "
11069,MN 95,2023,15912,11300,0.4081,"23 See Hist, 20 COVID, 19 Avg Hist (18 Cnt), 18 Avg Hist, 17 New Dev, 16 No "
11079,MN 120,2023,12935,13600,-0.0489,"17 Avg Hist, 10 See Hist, 08 Avg Hist"
11088,MN 120,2023,11634,12500,-0.0693,"14 Avg Hist (11 Cnt), 12 Avg Hist, 08 Avg Hist"
11103,MN 95,2023,3335,4900,-0.3194,"23 Se Hist, 19 AD, Avg Hist, See Surr, 17 Avg Hist (16 Cnt), 16 Avg Hist, 12 See "
11113,MN 95,2023,5797,6651,-0.1284,"20 COVID, 19 Avg Hist, 15 Avg Hist (14 Cnt), 14 AD Avg Hist (13 Cnt), 13 Loc "
11116,MN 97,2023,11676,13700,-0.1477,"19 Avg Hist, 16 AD, Avg Hist (11 Cnt), 12 Avg Hist, 08 Avg Hist"
11117,MN 97,2023,13633,14100,-0.0331,"10 See Hist, 08 Avg Hist"
11118,MN 97,2023,15284,15300,-0.001,08 Avg Hist
11123,US 8,2023,19573,23158,-0.1548,"23 See Hist, 21 Model, 17 Avg Hist, 14 See Hist, See Surr, 12 No AADT"
11157,US 212,2023,14538,14200,0.0238,"16 AD, Avg Hist, 12 Avg Hist, 10 See Surr, 08 Avg Hist"
11272,MN 120,2023,10344,10700,-0.0333,"12 Est Surr Chng, 08 See Hist"
11298,MN 62,2023,76762,72267,0.0622,"22 See Hist, 19 RTMC, 12 See Surr"
11299,MN 62,2023,62340,56868,0.0962,"20 COVID, 13 Corrected (2015), 12 See Surr"
11384,MN 156,2023,9459,8900,0.0628,"23 See Hist, 18 See Hist, 12 See Hist, Avg Hist, 10 Avg Hist, Lim Hist, 08 Est Hist, "
11410,MN 3,2023,8714,10200,-0.1457,"12 See Hist, 10 Avg Hist, Lim Hist, 08 Est Hist"
11411,MN 3,2023,12659,14000,-0.0958,"12 Dir Calc, Avg Hist, 10 Avg Hist, Lim Hist, 08 Est Hist"
11413,MN 149,2023,13436,14900,-0.0983,"19 No AADT, 08 Lim Hist"
11424,MN 3,2023,8503,8100,0.0498,"23 See Hist, 19 See Hist, 10 Avg Hist, Lim Hist, 08 Est Hist, 06 Est"
11430,MN 5,2023,8432,15400,-0.4525,"23 Lim Hist, Post-Covid, 08 Est Hist,STP"
11433,MN 25,2023,7251,5300,0.3681,"23 RCH, 17 Avg Hist, 15 See Hist, 13 Avg Hist, 11 Avg Hist, 09 RCL, Avg Hist, 07 "
11434,MN 5,2023,29258,25665,0.14,"21 Model, 13 Loc Moved, 10 Avg Hist, NEW 212, 08 See Hist, 06 Est"
11444,MN 244,2023,5370,5500,-0.0236,10 Avg Hist 
11491,US 61,2023,30844,30082,0.0253,"21 Model, 16 No AADT, 12 Dir Calc"
11617,CSAH 25,2023,18996,21683,-0.1239,"21 See Hist, 11 Est Henn Co (10 Cnt)"
11622,CSAH 14,2023,19801,20329,-0.026,"16 See Hist, 13 See Hist, 11 Const, Avg Hist, 09 RCL, Avg Hist, 07 Est Hist"
11637,MN 96,2023,10139,10300,-0.0156,"16 AD, Avg Hist, 13 Avg Hist (12), See Surr, 12 Avg Hist, 10 Avg Hist, 06-98 Est"
11639,MN 97,2023,10372,11200,-0.0739,"17 Avg Hist, 08 Avg Hist"
11651,MN 120,2023,10613,11400,-0.069,"17 Avg Hist (16 Cnt), 16 Avg Hist, 12 Avg Hist, 08 Avg Hist"
11655,CSAH 61,2023,3862,3250,0.1883,"23 See Hist, 17 Avg Hist (13 Cnt), 13 Avg Hist, See Hist, 08 Est Surr, Traf Pat Chng, "
11656,MN 5,2023,5568,6100,-0.0872,"23 See Hist, 19 See Hist, 18 RCH, AD Avg Hist, 15 No AADT, 12 See Hist, 10 Avg "
11665,MN 3,2023,13857,12900,0.0742,"23 See Hist, 19 Avg Hist (17 Cnts), 17 RCH, Avg Hist, 12 Avg Hist, 08 Est Hist"
11674,MN 316,2023,5725,5400,0.0602,"23 See Hist, 19 See Hist, 18 RCH, AD Avg Hist, 15 See Hist, 13 No AADT, 12 Avg "
11675,MN 316,2023,5686,9200,-0.382,"23 RCL, AD, 16 See Hist, 15 No AADT, 13 Avg Hist (12), See Hist, 12 Avg Hist (10 "
11736,I 35E,2023,78343,77630,0.0092,"21 See Hist, 12 Avg Hist"
15000,CR 130,2023,51,65,-0.2154,06 See Hist
15001,CR 110,2023,25,35,-0.2857,18 Avg Hist 
15002,CR 130,2023,33,75,-0.56,"18 AD, Avg Hist"
15003,CSAH 30,2023,163,160,0.0188,"18 Avg Hist, 14 See Hist, 10 Avg Hist"
15004,CR 110,2023,54,45,0.2,"18 RCL, AD Avg Hist"
15006,CR 136,2023,111,125,-0.112,
15007,CR 136,2023,25,40,-0.375,06 Avg 02 & 04
15008,CR 137,2023,14,30,-0.5333,18 Avg Hist
15009,CR 137,2023,76,75,0.0133,
15011,CR 129,2023,228,180,0.2667,
15012,CSAH 7,2023,232,235,-0.0128,"18 No AADT, 14 Avg Hist"
15013,CR 139,2023,31,80,-0.6125,"18 RCL, AD Avg Hist, 06 Est Hist"
15014,CR 138,2023,123,100,0.23,"18 RCH, AD Avg Hist"
15016,CR 116,2023,74,105,-0.2952,18 Lim Hist
15019,CSAH 16,2023,455,430,0.0581,18 Avg Hist
15021,CR 139,2023,103,135,-0.237,"18 Avg Hist, 06 AD"
15023,CSAH 1,2023,2070,1950,0.0615,"18 AD, Avg Hist (14 Cnts), 14 RCH, AD Avg Hist (10 Cnt), 10 Loc Moved, Avg Hist"
15024,CSAH 20,2023,655,640,0.0234,"18 Avg Hist, 14 See Hist, 10 Loc Moved"
15025,CR 120,2023,58,80,-0.275,18 Avg Hist
15028,CSAH 16,2023,1327,1150,0.1539,"18 RCH, Avg Hist, 10 Avg Hist, 08 See Hist, 04 Est"
15029,MN 30,2023,3488,4150,-0.1595,"18 Avg Hist, 08 Avg Hist, See Hist, Moved Loc"
15030,MSAS 154,2023,1448,1800,-0.1956,"18 Avg Hist, 16 New Dev, 14 RCH, Avg Hist (10 Cnt), 10 Avg Hist, 08 Avg Hist, 06 "
15031,CR 148,2023,20,20,0,10 Avg Hist
15032,CSAH 8,2023,1680,1600,0.05,"14 Avg Hist (10 Cnt), 10 RCL, Avg Hist"
15035,CSAH 15,2023,452,460,-0.0174,"18 See Hist, 14 RCL, Avg Hist (10 Cnt), 10 Avg Hist"
15036,CR 115,2023,46,95,-0.5158,
15038,CSAH 8,2023,1602,1750,-0.0846,
15039,CSAH 6,2023,1786,1550,0.1523,"18 AD, Avg Hist, 10 Avg Hist"
15040,CR 108,2023,116,180,-0.3556,23 Lim Hist
15042,CR 115,2023,40,45,-0.1111,10 Avg Hist
15043,CR 108,2023,20,50,-0.6,10 Avg Hist
15044,CR 149,2023,27,25,0.08,10 See Hist
15045,CR 126,2023,68,115,-0.4087,23 See Hist
15046,CR 126,2023,250,320,-0.2188,06 Avg Hist (02 & 04)
15047,CSAH 26,2023,402,450,-0.1067,"18 See Hist, 14 RCL, Avg Hist"
15048,CSAH 3,2023,592,600,-0.0133,"18 Avg Hist, 10 RCH, AD Avg Hist"
15050,CR 132,2023,67,85,-0.2118,"14 RCL, Avg Hist, 10 Est Hist"
15052,CSAH 29,2023,223,180,0.2389,
15053,CSAH 10,2023,530,455,0.1648,"18 No AADT, 10 Avg Hist "
15054,CSAH 10,2023,699,730,-0.0425,18 Avg Hist
15055,CR 129,2023,66,70,-0.0571,18 Avg Hist
15058,CR 129,2023,132,120,0.1,18 Avg Hist
15068,CSAH 36,2023,5212,5200,0.0023,"18 No AADT, 14 Avg Hist"
15073,CSAH 1,2023,1884,1900,-0.0084,"18 AD, Avg Hist"
15075,CSAH 20,2023,11727,11700,0.0023,"18 No AADT, 10 See Hist, 08 Avg Hist, New Dev"
15076,CSAH 8,2023,3169,2750,0.1524,"18 Avg Hist, 10 RCL, Avg Hist"
15077,CR 117,2023,1836,1650,0.1127,"18 Avg Hist, 14 See Hist, 10 RCH, Avg Hist"
15080,CSAH 25,2023,2633,3100,-0.1506,"18 No AADT, 14 New Dev, 10 Loc Moved"
15082,CSAH 15,2023,576,590,-0.0237,10 Avg Hist
15083,CR 117,2023,213,225,-0.0533,10 Avg Hist
15084,CSAH 3,2023,844,1100,-0.2327,14 Avg Hist
15086,CR 150,2023,71,90,-0.2111,
15087,CSAH 25,2023,1683,1700,-0.01,"18 RCH, Avg Hist (14 Cnt), 14 Avg Hist"
15089,CSAH 5,2023,828,830,-0.0024,"14 See Hist, 10 Avg Hist"
15090,CSAH 25,2023,403,415,-0.0289,"14 RCH, AD Avg Hist"
15091,CR 150,2023,129,155,-0.1677,
15093,CR 107,2023,56,50,0.12,"18 Loc Moved, Lim Hist"
15094,CSAH 9,2023,730,850,-0.1412,
15095,CR 107,2023,26,35,-0.2571,14 AD
15096,CR 132,2023,42,45,-0.0667,
15097,CSAH 7,2023,189,205,-0.078,10 Avg Hist
15098,CSAH 7,2023,292,355,-0.1775,10 Avg Hist
15099,CR 107,2023,82,110,-0.2545,
15106,CSAH 9,2023,3382,3900,-0.1328,10 Avg Hist
15110,CSAH 34,2023,2505,2200,0.1386,"18 AD, Avg Hist, 10 Avg Hist"
15112,CSAH 3,2023,1389,1450,-0.0421,"18 AD, Avg Hist, 10 Avg Hist"
15114,CSAH 2,2023,332,420,-0.2095,"10 Avg Hist, 06 Avg Hist"
15115,CSAH 10,2023,1232,1050,0.1733,"18 No AADT, 14 See Hist, 10 Est Hist "
15116,CR 107,2023,43,40,0.075,
15119,CR 102,2023,68,55,0.2364,
15120,CR 102,2023,48,50,-0.04,14 See Hist
15122,CSAH 11,2023,968,1250,-0.2256,"18 AD, Avg Hist (14 Cnt), 14 Avg Hist"
15126,CSAH 11,2023,983,780,0.2603,"23 See Hist, 18 No AADT, 14 RCH, Avg Hist, 10 Loc Moved "
15127,CSAH 33,2023,1231,1030,0.1951,"18 No AADT, 14 Avg Hist (10 Cnt), 10 Avg Hist"
15130,US 63,2023,9616,9856,-0.0244,"22 See Hist, 18 Avg Hist (16 Cnts), 16 RCH, Avg Hist, 14 New Dev, 10 RCH, Avg "
15131,CR 112,2023,2162,2500,-0.1352,"18 AD, Avg Hist, 10 Avg Hist, 06 Est"
15132,CR 112,2023,1079,1300,-0.17,14 New Dev
15133,CR 121,2023,162,75,1.16,23 Lim Hist
15136,CSAH 4,2023,3758,3950,-0.0486,"18 No AADT, 14 See Hist, 02 Est"
15139,CSAH 4,2023,3113,3550,-0.1231,"18 AD, Avg Hist (14 Cnt), 14 Avg Hist (10 Cnt), 10 Avg Hist"
15141,CR 103,2023,310,315,-0.0159,
15145,CSAH 11,2023,405,340,0.1912,"18 No AADT, 14 Avg Hist"
15146,CSAH 21,2023,2398,2550,-0.0596,18 Avg Hist
15147,CR 121,2023,108,125,-0.136,"14 RCL, Avg Hist (06 Cnts), 10 Est Hist, 06 RCH, Avg Curr"
15149,CSAH 11,2023,543,450,0.2067,"18 AD, Avg Hist"
15150,CSAH 28,2023,63,95,-0.3368,14 See Hist
15151,CSAH 12,2023,1723,2050,-0.1595,"14 Avg Hist (10 Cnt), 10 RCL, Avg Hist (02), 06 Est"
15152,CR 114,2023,495,540,-0.0833,
15153,CR 118,2023,416,520,-0.2,
15155,CR 127,2023,83,100,-0.17,14 See Hist
15156,CSAH 27,2023,821,770,0.0662,"10 See Hist, 06 Est"
15158,CSAH 12,2023,3139,3900,-0.1951,"14 New Dev, 10 Traf Pat Chng"
15159,CSAH 12,2023,4123,3950,0.0438,"18 No AADT, 14 New Dev, 10 Traf Pat Chg, RCH, Avg Curr, 06 Est "
15161,CR 105,2023,139,185,-0.2486,"10 RCL, Avg Hist"
15163,CR 131,2023,147,150,-0.02,"19 Est Hist, 06 Est"
15164,CSAH 5,2023,1392,1700,-0.1812,"18 AD, Avg Hist"
15167,CSAH 3,2023,2701,3000,-0.0997,"18 Avg Hist, 14 See Hist, 10 Avg Hist"
15168,CSAH 10,2023,1105,1300,-0.15,"18 AD, Avg Hist, 14 See Hist, 10 Avg Hist"
15177,CSAH 10,2023,717,740,-0.0311,"13 See Hist, 09 Avg Hist, See Hist, 06 Est Hist"
15178,CSAH 7,2023,784,810,-0.0321,"18 No AADT, 10 RCL, Avg Hist "
15179,CR 142,2023,778,700,0.1114,"14 RCL, Avg Hist (06 Cnt), 10 Est Hist"
15180,CSAH 7,2023,1359,1600,-0.1506,"14 RCL, Avg Hist (10 Cnt), 10 RCL, Avg Hist, 06 Avg Hist, 02 Avg Curr"
15181,CSAH 7,2023,1130,1300,-0.1308,"18 Avg Hist (14 Cnts), 14 RCL, Avg Hist (10 Cnt), 10 RCL, Avg Hist"
15184,CSAH 10,2023,1365,1250,0.092,"18 No AADT, 10 Avg Hist"
15185,CR 142,2023,343,450,-0.2378,14 See Hist
15187,CR 142,2023,457,520,-0.1212,
15188,CSAH 10,2023,1601,1400,0.1436,"18 No AADT, 10 Avg Hist"
15189,CSAH 10,2023,1777,1600,0.1106,18 No AADT
15190,CR 106,2023,2417,2550,-0.0522,
15191,CR 106,2023,3431,3600,-0.0469,
15192,CSAH 6,2023,2609,2350,0.1102,"14 RCH, Avg Hist (10 Cnt), 10 RCH, Avg Curr, See Hist, 06 Est"
15193,CSAH 6,2023,1557,1500,0.038,"18 No AADT, 14 See Hist, 10 Avg Hist"
15194,MSAS 101,2023,1372,1300,0.0554,14 Avg Hist
15195,MSAS 102,2023,643,760,-0.1539,"14 RCL, Avg Hist (10 Cnt), 10 RCL, AD Avg Hist (02), 06 Est"
15197,CSAH 35,2023,3213,3100,0.0365,"23 See Hist, 18 RCH, Avg Hist, 14 See Hist"
15205,CSAH 1,2023,6824,6900,-0.011,"18 RCH, AD Avg Hist, 14 See Hist, 08 Avg Hist"
15206,CSAH 36,2023,3989,4250,-0.0614,"18 Avg Hist, 08 Avg Hist"
15215,MSAS 134,2023,994,1250,-0.2048,"18 Avg Hist, 08 Avg Hist"
15216,MSAS 125,2023,4220,6200,-0.3194,"23 See Hist, 18 No AADT, 14 RCH, Avg Hist "
15217,CR 125,2023,3815,3500,0.09,"18 No AADT, 08 Avg Hist, 02 Est"
15219,CSAH 8,2023,8089,7700,0.0505,"18 No AADT, 10 RCL, AD Avg Hist (06), 08 Est Hist, 06 Avg Curr, 02 Est"
15220,CSAH 8,2023,4247,4150,0.0234,"18 Avg Hist, 10 RCL, Avg Hist (06), 08 Est Hist"
15221,CR 125,2023,2451,2850,-0.14,"10 Avg Hist, 08 Avg Hist (06 Cnts), 06 AD Avg Hist, 02 Est"
15230,CR 125,2023,7259,6700,0.0834,"23 See Hist, 18 RCH, Avg Hist, 08 Avg Hist, 06 Avg Curr"
15237,CSAH 22,2023,13276,16400,-0.1905,"23 See Hist, 16 RCH, Avg Hist, 10 RCL, AD Avg Hist, 08 See Hist"
15239,CSAH 22,2023,12367,14500,-0.1471,"12 Dir Calc, 10 Dir Calc, 08 Avg Hist"
